Point ID,j,k_0,k_1,k_Magnitude,lambda,Points_0,Points_1,Points_2,Points_Magnitude,trials,u,u_active,u_d,u_essential,∂u_∂x,∂u_∂x_d,∂u_∂xx,∂u_∂xx_d,∂u_∂y,∂u_∂y_d
13180,2,8,7,10,1,-0.291667,0.145833,6.92564,6.93331,0,-0.554561,1,0.0159811,1,-6.92566,-0.254721,76.8136,-12.3698,6.92564,0.254742
13181,4,34,28,44,2,-0.291667,0.148438,7.12512,7.13263,0,-0.536265,1,1.78233e-09,0,-7.12514,-1.43205e-07,76.4189,8.29162e-07,7.12512,1.42448e-07
13182,3,17,14,22,2,-0.291667,0.151042,7.32325,7.33062,0,-0.517452,1,1.59132e-07,1,-7.32327,-9.15062e-06,75.7885,-1.88417e-05,7.32325,9.15111e-06
13183,4,34,29,44,2,-0.291667,0.153646,7.51941,7.52663,0,-0.498125,1,2.56162e-09,0,-7.51943,-1.41857e-07,74.912,-1.17749e-06,7.51941,1.40897e-07
13184,2,8,7,10,3,-0.291667,0.15625,7.71294,7.72003,0,-0.478291,1,-9.50179e-06,1,-7.71296,0.000866381,73.7804,0.00658857,7.71294,-0.000866715
13185,4,34,30,45,2,-0.291667,0.158854,7.90316,7.91014,0,-0.457956,1,3.30501e-09,0,-7.90318,-1.29223e-07,72.3859,-3.5156e-06,7.90316,1.28073e-07
13186,3,17,15,22,2,-0.291667,0.161458,8.0894,8.09626,0,-0.437132,1,2.48119e-07,1,-8.08941,-7.44093e-06,70.7225,-0.000303209,8.0894,7.44526e-06
13187,4,34,31,46,2,-0.291667,0.164062,8.27093,8.27769,0,-0.415828,1,3.95041e-09,0,-8.27094,-1.04214e-07,68.7855,-5.98619e-06,8.27093,1.02882e-07
13188,2,8,8,11,1,-0.291667,0.166667,8.44704,8.45372,0,-0.394059,1,0.0179539,1,-8.44705,0.0897986,66.5725,-19.3493,8.44704,-0.0897798
13189,4,34,32,46,2,-0.291667,0.169271,8.61702,8.62362,0,-0.371839,1,4.43299e-09,0,-8.61703,-6.69507e-08,64.0827,-8.32307e-06,8.61702,6.54397e-08
13190,3,17,16,23,2,-0.291667,0.171875,8.78016,8.78668,0,-0.349184,1,3.03823e-07,1,-8.78016,-2.77578e-06,61.3178,-0.000579846,8.78016,2.7823e-06
13191,4,34,33,47,2,-0.291667,0.174479,8.93573,8.94219,0,-0.326115,1,4.69224e-09,0,-8.93573,-1.90047e-08,58.2815,-1.02221e-05,8.93573,1.73112e-08
13192,2,8,8,11,3,-0.291667,0.177083,9.08305,9.08945,0,-0.302651,1,-2.1831e-05,1,-9.08305,0.000135557,54.9799,0.05863,9.08305,-0.000136028
13193,4,34,34,48,2,-0.291667,0.179688,9.22143,9.22779,0,-0.278815,1,4.67976e-09,0,-9.22143,3.65385e-08,51.4215,-1.13831e-05,9.22143,-3.84196e-08
13194,3,17,17,24,2,-0.291667,0.182292,9.35023,9.35655,0,-0.254631,1,2.98511e-07,1,-9.35023,4.02001e-06,47.6173,-0.000710666,9.35023,-4.01592e-06
13195,4,34,35,48,2,-0.291667,0.184896,9.46882,9.47512,0,-0.230125,1,4.36683e-09,0,-9.46882,9.52541e-08,43.5804,-1.15628e-05,9.46882,-9.73264e-08
13196,2,8,9,12,1,-0.291667,0.1875,9.57663,9.58291,0,-0.205324,1,0.0119917,1,-9.57662,0.467004,39.3264,-14.8933,9.57663,-0.467017
13197,4,34,36,49,2,-0.291667,0.190104,9.67311,9.67937,0,-0.180257,1,3.7504e-09,0,-9.6731,1.51803e-07,34.8731,-1.06237e-05,9.67311,-1.54062e-07
13198,3,17,18,24,2,-0.291667,0.192708,9.75777,9.76403,0,-0.154953,1,2.19931e-07,1,-9.75775,1.08585e-05,30.2403,-0.000591174,9.75777,-1.08608e-05
13199,4,34,37,50,2,-0.291667,0.195312,9.83017,9.83644,0,-0.129446,1,2.85633e-09,0,-9.83015,2.00563e-07,25.4498,-8.57333e-06,9.83017,-2.02991e-07
13200,2,8,9,12,3,-0.291667,0.197917,9.88994,9.89622,0,-0.103766,1,-1.19551e-05,1,-9.88992,-0.00101284,20.5251,0.0385064,9.88994,0.00101334
13201,4,34,38,50,2,-0.291667,0.200521,9.93676,9.94307,0,-0.0779468,1,1.73897e-09,0,-9.93674,2.36378e-07,15.4912,-5.57758e-06,9.93677,-2.38946e-07
13202,3,17,19,25,2,-0.291667,0.203125,9.97039,9.97672,0,-0.0520231,1,8.11234e-08,0,-9.97037,1.51681e-05,10.3743,-0.000230561,9.97039,-1.51761e-05
13203,4,34,39,51,2,-0.291667,0.205729,9.99064,9.99701,0,-0.0260293,1,4.76692e-10,0,-9.99062,2.55304e-07,5.20145,-1.94668e-06,9.99064,-2.57968e-07
13204,2,8,10,12,1,-0.291667,0.208333,9.9974,10.0038,0,-2.44365e-07,1,3.11157e-07,1,-9.99738,0.632078,0.000546337,-0.000851035,9.9974,-0.632113
13205,4,34,40,52,2,-0.291667,0.210938,9.99064,9.99713,0,0.0260288,1,-8.35975e-10,0,-9.99062,2.55199e-07,-5.20037,1.90865e-06,9.99064,-2.57909e-07
13206,3,17,20,26,2,-0.291667,0.213542,9.9704,9.97695,0,0.0520226,1,-8.10401e-08,0,-9.97037,1.51704e-05,-10.3732,0.000230104,9.9704,-1.51785e-05
13207,4,34,41,53,2,-0.291667,0.216146,9.93678,9.94341,0,0.0779463,1,-2.09884e-09,0,-9.93675,2.36061e-07,-15.4902,5.54129e-06,9.93678,-2.38768e-07
13208,2,8,10,12,3,-0.291667,0.21875,9.88996,9.89668,0,0.103765,1,1.19494e-05,1,-9.88994,-0.0010132,-20.5242,-0.0384787,9.88996,0.0010137
13209,4,34,42,54,2,-0.291667,0.221354,9.83019,9.83701,0,0.129445,1,-3.21736e-09,0,-9.83017,2.00023e-07,-25.449,8.54e-06,9.83019,-2.02685e-07
13210,3,17,21,27,2,-0.291667,0.223958,9.75779,9.76472,0,0.154953,1,-2.19892e-07,1,-9.75777,1.08639e-05,-30.2396,0.000591045,9.75779,-1.08663e-05
13211,4,34,43,54,2,-0.291667,0.226562,9.67313,9.68018,0,0.180256,1,-4.11304e-09,0,-9.67312,1.51025e-07,-34.8725,1.05939e-05,9.67313,-1.53614e-07
13212,2,8,11,13,1,-0.291667,0.229167,9.57666,9.58384,0,0.205324,1,-0.0119914,1,-9.57664,0.467031,-39.326,14.8927,9.57666,-0.467045
13213,4,34,44,55,2,-0.291667,0.231771,9.46885,9.47618,0,0.230125,1,-4.73147e-09,0,-9.46884,9.4222e-08,-43.5801,1.15362e-05,9.46886,-9.67255e-08
13214,3,17,22,27,2,-0.291667,0.234375,9.35026,9.35775,0,0.254631,1,-2.9853e-07,1,-9.35025,4.02497e-06,-47.6172,0.000710908,9.35026,-4.02092e-06
13215,4,34,45,56,2,-0.291667,0.236979,9.22146,9.22912,0,0.278816,1,-5.04668e-09,0,-9.22146,3.52394e-08,-51.4216,1.13588e-05,9.22146,-3.76563e-08
13216,2,8,11,13,3,-0.291667,0.239583,9.08308,9.09092,0,0.302652,1,2.18349e-05,1,-9.08308,0.000135205,-54.9801,-0.0586571,9.08308,-0.000135667
13217,4,34,46,57,2,-0.291667,0.242188,8.93576,8.9438,0,0.326115,1,-5.06165e-09,0,-8.93576,-2.05777e-08,-58.2818,1.01988e-05,8.93576,1.82394e-08
13218,3,17,23,28,2,-0.291667,0.244792,8.78019,8.78844,0,0.349185,1,-3.03879e-07,1,-8.78019,-2.77399e-06,-61.3182,0.000580221,8.78019,2.78048e-06
13219,4,34,47,58,2,-0.291667,0.247396,8.61706,8.62554,0,0.371839,1,-4.80506e-09,0,-8.61706,-6.87985e-08,-64.0832,8.29953e-06,8.61706,6.65292e-08
13220,2,8,12,14,1,-0.291667,0.25,8.44707,8.4558,0,0.394059,1,-0.0179542,1,-8.44708,0.08982,-66.5731,19.3503,8.44707,-0.0898014
13221,4,34,48,58,2,-0.291667,0.252604,8.27096,8.27995,0,0.415829,1,-4.32528e-09,0,-8.27096,-1.0633e-07,-68.7862,5.96115e-06,8.27096,1.04124e-07
13222,3,17,24,29,2,-0.291667,0.255208,8.08943,8.0987,0,0.437133,1,-2.48176e-07,1,-8.08943,-7.44236e-06,-70.7232,0.00030345,8.08943,7.44669e-06
13223,4,34,49,59,2,-0.291667,0.257812,7.90319,7.91278,0,0.457957,1,-3.68286e-09,0,-7.9032,-1.31597e-07,-72.3867,3.48879e-06,7.90319,1.29452e-07
13224,2,8,12,14,3,-0.291667,0.260417,7.71297,7.72287,0,0.478292,1,9.50683e-06,1,-7.71298,0.000866604,-73.7812,-0.0066065,7.71297,-0.000866932
13225,4,34,50,60,2,-0.291667,0.263021,7.51944,7.52969,0,0.498126,1,-2.94263e-09,0,-7.51945,-1.44475e-07,-74.9128,1.14865e-06,7.51944,1.42399e-07
13226,3,17,25,30,2,-0.291667,0.265625,7.32328,7.3339,0,0.517453,1,-1.59165e-07,1,-7.32329,-9.15346e-06,-75.7894,1.88585e-05,7.32328,9.15394e-06
13227,4,34,51,61,2,-0.291667,0.268229,7.12514,7.13615,0,0.536266,1,-2.16674e-09,0,-7.12515,-1.46052e-07,-76.4198,-8.59816e-07,7.12514,1.44058e-07
13228,2,8,13,15,1,-0.291667,0.270833,6.92566,6.93709,0,0.554562,1,-0.0159816,1,-6.92567,-0.254724,-76.8144,12.3709,6.92566,0.254746
13229,4,34,52,62,2,-0.291667,0.273438,6.72542,6.7373,0,0.572337,1,-1.40924e-09,0,-6.72543,-1.38271e-07,-76.9845,-2.41593e-06,6.72542,1.36374e-07
13230,3,17,26,31,2,-0.291667,0.276042,6.52501,6.53736,0,0.58959,1,-6.63747e-08,0,-6.52502,-8.32076e-06,-76.9419,-0.00017681,6.52501,8.31869e-06
13231,4,34,53,62,2,-0.291667,0.278646,6.32496,6.33781,0,0.606322,1,-7.12671e-10,0,-6.32497,-1.23536e-07,-76.6994,-3.475e-06,6.32496,1.21751e-07
13232,2,8,13,15,3,-0.291667,0.28125,6.12577,6.13915,0,0.622533,1,-6.56481e-06,1,-6.12577,0.000543021,-76.2701,0.0312348,6.12577,-0.000542769
13233,4,34,54,63,2,-0.291667,0.283854,5.92791,5.94187,0,0.638228,1,-1.06633e-10,0,-5.92792,-1.04359e-07,-75.6674,-4.05651e-06,5.92791,1.02698e-07
13234,3,17,27,31,2,-0.291667,0.286458,5.73182,5.74638,0,0.653409,1,9.07573e-09,0,-5.73183,-6.02668e-06,-74.9047,-0.000255832,5.73182,6.02424e-06
13235,4,34,55,64,2,-0.291667,0.289062,5.5379,5.55311,0,0.668083,1,3.91985e-10,0,-5.53791,-8.30652e-08,-73.9957,-4.22307e-06,5.5379,8.15413e-08
13236,2,8,14,16,1,-0.291667,0.291667,5.34651,5.3624,0,0.682255,1,-0.00879049,1,-5.34652,-0.396639,-72.9538,1.23694,5.34651,0.396643
13237,4,34,56,65,2,-0.291667,0.294271,5.15799,5.1746,0,0.695932,1,7.77504e-10,0,-5.15799,-6.16143e-08,-71.7923,-4.06344e-06,5.15799,6.02314e-08
13238,3,17,28,32,2,-0.291667,0.296875,4.97262,4.99001,0,0.709122,1,5.79615e-08,0,-4.97263,-3.38134e-06,-70.524,-0.000242658,4.97262,3.37987e-06
13239,4,34,57,66,2,-0.291667,0.299479,4.79068,4.80889,0,0.721834,1,1.05323e-09,0,-4.79068,-4.14921e-08,-69.1616,-3.67411e-06,4.79068,4.02522e-08
13240,2,8,14,16,3,-0.291667,0.302083,4.61239,4.63147,0,0.734077,1,-1.11415e-05,1,-4.61239,-7.50076e-05,-67.717,0.0229866,4.61239,7.51406e-05
13241,4,34,58,67,2,-0.291667,0.304688,4.43795,4.45795,0,0.74586,1,1.22895e-09,0,-4.43795,-2.37002e-08,-66.2018,-3.14599e-06,4.43795,2.26012e-08
13242,3,17,29,33,2,-0.291667,0.307292,4.26753,4.28851,0,0.757195,1,8.09331e-08,0,-4.26753,-1.13629e-06,-64.627,-0.000181035,4.26753,1.13594e-06
13243,4,34,59,68,2,-0.291667,0.309896,4.10128,4.1233,0,0.768091,1,1.31844e-09,0,-4.10128,-8.79409e-09,-63.0031,-2.55677e-06,4.10128,7.83226e-09
13244,2,8,15,17,1,-0.291667,0.3125,3.93931,3.96244,0,0.778559,1,-0.000910519,1,-3.93931,-0.332719,-61.3396,-6.52454,3.93931,0.332711
13245,4,34,60,68,2,-0.291667,0.315104,3.78171,3.80601,0,0.788612,1,1.33742e-09,0,-3.78171,3.03944e-09,-59.6459,-1.96676e-06,3.78171,-3.86963e-09
13246,3,17,30,34,2,-0.291667,0.317708,3.62856,3.6541,0,0.798259,1,8.41474e-08,0,-3.62855,3.93296e-07,-57.9305,-0.000108889,3.62856,-3.9299e-07
13247,4,34,61,69,2,-0.291667,0.320312,3.47989,3.50675,0,0.807514,1,1.30181e-09,0,-3.47988,1.18888e-08,-56.201,-1.41793e-06,3.47989,-1.25956e-08
13248,2,8,15,17,3,-0.291667,0.322917,3.33573,3.36399,0,0.816388,1,-6.13586e-06,1,-3.33573,-0.000330672,-54.4649,0.0017763,3.33573,0.000330619
13249,4,34,62,70,2,-0.291667,0.325521,3.1961,3.22585,0,0.824892,1,1.22653e-09,0,-3.1961,1.8031e-08,-52.7286,-9.36572e-07,3.1961,-1.86222e-08
13250,3,17,31,35,2,-0.291667,0.328125,3.06099,3.09231,0,0.833038,1,7.52186e-08,0,-3.06098,1.2154e-06,-50.9982,-4.84179e-05,3.06099,-1.21493e-06
13251,4,34,63,71,2,-0.291667,0.330729,2.93037,2.96336,0,0.840838,1,1.1248e-09,0,-2.93036,2.18489e-08,-49.2791,-5.34872e-07,2.93037,-2.23342e-08
13252,2,8,16,17,1,-0.291667,0.333333,2.80421,2.83897,0,0.848304,1,0.0043789,1,-2.8042,-0.168835,-47.5763,-8.32791,2.80421,0.168827
13253,4,34,64,72,2,-0.291667,0.335938,2.68246,2.7191,0,0.855447,1,1.00769e-09,0,-2.68245,2.37683e-08,-45.8939,-2.15314e-07,2.68246,-2.41571e-08
13254,3,17,32,36,2,-0.291667,0.338542,2.56506,2.6037,0,0.862279,1,6.07098e-08,0,-2.56506,1.49856e-06,-44.2359,-7.34561e-06,2.56506,-1.4982e-06
13255,4,34,65,73,2,-0.291667,0.341146,2.45195,2.49269,0,0.868811,1,8.84046e-10,0,-2.45195,2.42106e-08,-42.6055,2.66968e-08,2.45195,-2.45142e-08
13256,2,8,16,17,3,-0.291667,0.34375,2.34305,2.38603,0,0.875053,1,1.62663e-07,1,-2.34305,-0.000236882,-41.0057,-0.00878585,2.34305,0.000236853
13257,4,34,66,74,2,-0.291667,0.346354,2.23828,2.28362,0,0.881018,1,7.60622e-10,0,-2.23827,2.35641e-08,-39.4391,1.99912e-07,2.23828,-2.37938e-08
13258,3,17,33,37,2,-0.291667,0.348958,2.13754,2.18539,0,0.886715,1,4.51693e-08,0,-2.13753,1.44538e-06,-37.9076,1.55063e-05,2.13754,-1.44518e-06
13259,4,34,67,75,2,-0.291667,0.351562,2.04074,2.09124,0,0.892154,1,6.42267e-10,0,-2.04074,2.21648e-08,-36.413,3.14958e-07,2.04074,-2.23319e-08
13260,2,8,17,18,1,-0.291667,0.354167,1.94779,2.0011,0,0.897347,1,0.00621222,1,-1.94779,-0.0155563,-34.9568,-5.9478,1.94779,0.015553
13261,4,34,68,76,2,-0.291667,0.356771,1.85859,1.91486,0,0.902302,1,5.32225e-10,0,-1.85858,2.02908e-08,-33.54,3.83251e-07,1.85859,-2.04067e-08
13262,3,17,34,38,2,-0.291667,0.359375,1.77302,1.83244,0,0.90703,1,3.11765e-08,0,-1.77302,1.22486e-06,-32.1635,2.49509e-05,1.77302,-1.22479e-06
13263,4,34,69,76,2,-0.291667,0.361979,1.69099,1.75372,0,0.91154,1,4.32443e-10,0,-1.69098,1.81625e-08,-30.8279,4.15295e-07,1.69099,-1.8238e-08
13264,2,8,17,18,3,-0.291667,0.364583,1.61238,1.67862,0,0.91584,1,3.10422e-06,1,-1.61238,-4.87113e-05,-29.5336,-0.0079302,1.61238,4.86942e-05
13265,4,34,70,77,2,-0.291667,0.367188,1.53709,1.60703,0,0.91994,1,3.43859e-10,0,-1.53709,1.59452e-08,-28.2806,4.20044e-07,1.53709,-1.59914e-08
13266,3,17,35,38,2,-0.291667,0.369792,1.46502,1.53886,0,0.923849,1,1.98301e-08,0,-1.46502,9.51657e-07,-27.069,2.61388e-05,1.46502,-9.51659e-07
13267,4,34,71,78,2,-0.291667,0.372396,1.39604,1.474,0,0.927573,1,2.66657e-10,0,-1.39604,1.37595e-08,-25.8986,4.06071e-07,1.39604,-1.37841e-08
13268,2,8,18,19,1,-0.291667,0.375,1.33007,1.41237,0,0.931122,1,0.00549876,1,-1.33007,0.0717441,-24.769,-2.43557,1.33007,-0.0717431
13269,4,34,72,79,2,-0.291667,0.377604,1.26698,1.35385,0,0.934503,1,2.00487e-10,0,-1.26698,1.1686e-08,-23.6799,3.79758e-07,1.26698,-1.16958e-08
13270,3,17,36,39,2,-0.291667,0.380208,1.20668,1.29835,0,0.937724,1,1.13032e-08,0,-1.20668,6.90844e-07,-22.6306,2.31146e-05,1.20668,-6.90874e-07
13271,4,34,73,80,2,-0.291667,0.382812,1.14906,1.24578,0,0.940791,1,1.44652e-10,0,-1.14906,9.77629e-09,-21.6205,3.4581e-07,1.14906,-9.77639e-09
13272,2,8,18,19,3,-0.291667,0.385417,1.09403,1.19604,0,0.943711,1,2.75645e-06,1,-1.09402,6.35438e-05,-20.6488,-0.00266307,1.09403,-6.35437e-05
13273,4,34,74,81,2,-0.291667,0.388021,1.04147,1.14904,0,0.946491,1,9.82433e-11,0,-1.04147,8.05648e-09,-19.7148,3.08639e-07,1.04147,-8.05262e-09
13274,3,17,37,40,2,-0.291667,0.390625,0.991303,1.10469,0,0.949137,1,5.28926e-09,0,-0.991302,4.71871e-07,-18.8176,1.85291e-05,0.991303,-4.71901e-07
13275,4,34,75,82,2,-0.291667,0.393229,0.943424,1.0629,0,0.951656,1,6.02529e-11,0,-0.943423,6.53808e-09,-17.9563,2.70396e-07,0.943424,-6.53204e-09
13276,2,8,19,20,1,-0.291667,0.395833,0.897744,1.02357,0,0.954053,1,0.00368594,1,-0.897743,0.0932377,-17.1299,0.157416,0.897744,-0.0932355
13277,4,34,76,83,2,-0.291667,0.398438,0.854172,0.986626,0,0.956333,1,2.96349e-11,0,-0.854171,5.21971e-09,-16.3374,2.33115e-07,0.854172,-5.21093e-09
13278,3,17,38,41,2,-0.291667,0.401042,0.812621,0.951975,0,0.958503,1,1.2986e-09,0,-0.81262,3.02469e-07,-15.578,1.38712e-05,0.812621,-3.02493e-07
13279,4,34,77,84,2,-0.291667,0.403646,0.773007,0.919532,0,0.960567,1,5.37946e-12,0,-0.773006,4.0897e-09,-14.8505,1.98557e-07,0.773007,-4.08061e-09
13280,2,8,19,20,3,-0.291667,0.40625,0.735247,0.889211,0,0.962531,1,1.16779e-06,1,-0.735246,7.5929e-05,-14.1539,0.00105331,0.735247,-7.59184e-05
13281,4,34,78,85,2,-0.291667,0.408854,0.699262,0.860929,0,0.964398,1,-1.34649e-11,0,-0.699261,3.13688e-09,-13.4873,1.66644e-07,0.699262,-3.12568e-09
13282,3,17,39,42,2,-0.291667,0.411458,0.664976,0.834602,0,0.966174,1,-1.17312e-09,0,-0.664975,1.79136e-07,-12.8496,9.83435e-06,0.664976,-1.79151e-07
13283,4,34,79,86,2,-0.291667,0.414062,0.632314,0.810147,0,0.967863,1,-2.77627e-11,0,-0.632314,2.33964e-09,-12.2399,1.38303e-07,0.632314,-2.32902e-09
13284,2,8,20,21,1,-0.291667,0.416667,0.601205,0.787482,0,0.969469,1,0.00188323,1,-0.601205,0.0758931,-11.657,1.29093,0.601205,-0.0758916
13285,4,34,80,86,2,-0.291667,0.419271,0.571581,0.766526,0,0.970996,1,-3.82925e-11,0,-0.57158,1.68292e-09,-11.1,1.13349e-07,0.571581,-1.67124e-09
13286,3,17,40,43,2,-0.291667,0.421875,0.543374,0.747197,0,0.972447,1,-2.5658e-09,0,-0.543374,9.38151e-08,-10.568,6.63906e-06,0.543374,-9.38242e-08
13287,4,34,81,87,2,-0.291667,0.424479,0.516521,0.729415,0,0.973827,1,-4.57336e-11,0,-0.516521,1.14858e-09,-10.06,9.176e-08,0.516521,-1.13501e-09
13288,2,8,20,21,3,-0.291667,0.427083,0.490962,0.713101,0,0.975139,1,-8.00598e-08,0,-0.490961,4.07702e-05,-9.57511,0.00194955,0.490962,-4.07677e-05
13289,4,34,82,88,2,-0.291667,0.429688,0.466636,0.698176,0,0.976385,1,-5.06762e-11,0,-0.466636,7.17484e-10,-9.11232,7.35075e-08,0.466636,-7.0415e-10
13290,3,17,41,44,2,-0.291667,0.432292,0.443487,0.684563,0,0.97757,1,-3.22879e-09,0,-0.443487,3.76118e-08,-8.6708,4.26087e-06,0.443487,-3.76167e-08
13291,4,34,83,89,2,-0.291667,0.434896,0.421462,0.672186,0,0.978696,1,-5.36193e-11,0,-0.421462,3.75868e-10,-8.24967,5.78856e-08,0.421462,-3.62134e-10
13292,2,8,21,22,1,-0.291667,0.4375,0.400508,0.660971,0,0.979766,1,0.000601152,1,-0.400508,0.0469777,-7.84808,1.35893,0.400508,-0.0469772
13293,4,34,84,90,2,-0.291667,0.440104,0.380575,0.650845,0,0.980783,1,-5.49906e-11,0,-0.380575,1.07317e-10,-7.46523,4.51011e-08,0.380575,-9.2849e-11
13294,3,17,42,45,2,-0.291667,0.442708,0.361616,0.641737,0,0.981749,1,-3.42268e-09,0,-0.361616,2.54277e-09,-7.10032,2.57298e-06,0.361616,-2.5452e-09
13295,4,34,85,91,2,-0.291667,0.445312,0.343584,0.633579,0,0.982667,1,-5.51465e-11,0,-0.343584,-9.81219e-11,-6.75258,3.41635e-08,0.343584,1.13197e-10
13296,2,8,21,22,3,-0.291667,0.447917,0.326437,0.626306,0,0.983539,1,-5.38613e-07,1,-0.326437,5.67929e-06,-6.42127,0.00126929,0.326437,-5.67857e-06
13297,4,34,86,92,2,-0.291667,0.450521,0.310131,0.619855,0,0.984368,1,-5.43763e-11,0,-0.310131,-2.53268e-10,-6.10567,2.50661e-08,0.310131,2.69174e-10
13298,3,17,43,46,2,-0.291667,0.453125,0.294628,0.614164,0,0.985155,1,-3.33263e-09,0,-0.294628,-1.7839e-08,-5.80509,1.42325e-06,0.294628,1.78375e-08
13299,4,34,87,93,2,-0.291667,0.455729,0.279889,0.609177,0,0.985903,1,-5.2926e-11,0,-0.279889,-3.66473e-10,-5.51887,1.83199e-08,0.279889,3.83409e-10
13300,2,8,22,23,1,-0.291667,0.458333,0.265877,0.604838,0,0.986614,1,-0.000106565,1,-0.265877,0.0223455,-5.24636,0.96755,0.265877,-0.0223457
13301,4,34,88,94,2,-0.291667,0.460938,0.252557,0.601097,0,0.987289,1,-5.09852e-11,0,-0.252557,-4.47016e-10,-4.98694,1.23378e-08,0.252557,4.64004e-10
13302,3,17,44,47,2,-0.291667,0.463542,0.239897,0.597905,0,0.98793,1,-3.08494e-09,0,-0.239897,-2.84127e-08,-4.74003,6.70487e-07,0.239897,2.84128e-08
13303,4,34,89,95,2,-0.291667,0.466146,0.227864,0.595217,0,0.988539,1,-4.87132e-11,0,-0.227864,-5.00028e-10,-4.50504,7.71006e-09,0.227864,5.177e-10
13304,2,8,22,23,3,-0.291667,0.46875,0.216427,0.59299,0,0.989117,1,7.6196e-07,1,-0.216427,-3.16653e-06,-4.28145,-0.00156727,0.216427,3.16546e-06
13305,4,34,90,96,2,-0.291667,0.471354,0.205559,0.591184,0,0.989666,1,-4.6233e-11,0,-0.205559,-5.32755e-10,-4.0687,3.87971e-09,0.205559,5.50585e-10
13306,3,17,45,48,2,-0.291667,0.473958,0.195231,0.589764,0,0.990188,1,-2.76243e-09,0,-0.195231,-3.26983e-08,-3.86632,1.98506e-07,0.195231,3.26987e-08
13307,4,34,91,97,2,-0.291667,0.476562,0.185417,0.588694,0,0.990684,1,-4.36437e-11,0,-0.185418,-5.48809e-10,-3.67381,1.40582e-09,0.185417,5.67728e-10
13308,2,8,23,24,1,-0.291667,0.479167,0.176092,0.587944,0,0.991154,1,-0.000394312,1,-0.176093,0.00679016,-3.4907,0.53558,0.176092,-0.0067905
13309,4,34,92,98,2,-0.291667,0.481771,0.167233,0.587486,0,0.991601,1,-4.10249e-11,0,-0.167233,-5.52812e-10,-3.31657,-8.09626e-10,0.167233,5.7231e-10
13310,3,17,46,49,2,-0.291667,0.484375,0.158815,0.587291,0,0.992026,1,3.79862e-09,0,-0.158815,4.60824e-08,-3.15098,-2.10336e-07,0.158815,-4.60834e-08
13311,4,34,93,99,2,-0.291667,0.486979,0.150818,0.587336,0,0.992429,1,-3.84185e-11,0,-0.150818,-5.46083e-10,-2.99352,-2.67399e-09,0.150818,5.66287e-10
13312,2,8,23,24,3,-0.291667,0.489583,0.14322,0.5876,0,0.992811,1,-2.24918e-06,1,-0.14322,-1.5802e-06,-2.84382,0.00409148,0.14322,1.58294e-06
13313,4,34,94,99,2,-0.291667,0.492188,0.136003,0.58806,0,0.993175,1,4.82288e-11,0,-0.136003,6.88103e-10,-2.7015,3.22221e-09,0.136003,-6.67788e-10
13314,3,17,47,49,2,-0.291667,0.494792,0.129147,0.5887,0,0.99352,1,-1.11882e-08,0,-0.129147,-1.38692e-07,-2.56621,4.53299e-07,0.129147,1.38695e-07
13315,4,34,95,100,2,-0.291667,0.497396,0.122634,0.589501,0,0.993848,1,-1.51337e-10,0,-0.122635,-2.18033e-09,-2.43761,-1.10981e-08,0.122634,2.19576e-09
13316,2,8,24,25,1,-0.291667,0.5,0.116448,0.590449,0,0.994159,1,-0.00044413,1,-0.116449,-0.000943658,-2.31537,0.229966,0.116448,0.000943449
13317,4,34,0,34,1,-0.28125,0,0.491129,0.565958,0,-0.975137,1,1.70554e-07,1,-0.491084,4.79652e-06,9.57827,-0.000364822,0.491129,-4.75277e-06
13318,4,34,0,34,3,-0.28125,0.00260417,0.516678,0.588272,0,-0.973825,1,-4.11457e-12,0,-0.516649,5.52369e-10,10.0631,-2.67664e-08,0.516678,-8.63462e-10
13319,4,34,1,34,1,-0.28125,0.00520833,0.543522,0.612001,0,-0.972445,1,1.40673e-07,1,-0.543505,6.88555e-06,10.5709,-0.000446783,0.543522,-6.79239e-06
13320,4,34,1,34,3,-0.28125,0.0078125,0.571717,0.637199,0,-0.970993,1,1.7179e-12,0,-0.571714,-1.74128e-10,11.1027,5.62715e-09,0.571717,2.43176e-10
13321,4,34,2,34,1,-0.28125,0.0104167,0.601328,0.663932,0,-0.969466,1,9.89289e-08,0,-0.601338,9.43977e-06,11.6593,-0.000541802,0.601328,-9.33137e-06
13322,4,34,2,34,3,-0.28125,0.0130208,0.632421,0.692262,0,-0.96786,1,-1.34071e-12,0,-0.632446,1.03542e-10,12.2419,-1.17133e-09,0.632421,-5.9769e-11
13323,4,34,3,34,1,-0.28125,0.015625,0.665065,0.722259,0,-0.96617,1,4.24262e-08,0,-0.665104,1.25446e-05,12.8513,-0.000650627,0.665065,-1.24701e-05
13324,4,34,3,34,3,-0.28125,0.0182292,0.699334,0.75399,0,-0.964394,1,-5.18138e-13,0,-0.699386,-2.85551e-11,13.4886,5.38081e-09,0.699334,2.43271e-10
13325,4,34,4,34,1,-0.28125,0.0208333,0.7353,0.787529,0,-0.962527,1,-3.20783e-08,0,-0.735364,1.62704e-05,14.1549,-0.000772058,0.7353,-1.62479e-05
13326,4,34,4,34,3,-0.28125,0.0234375,0.773043,0.82295,0,-0.960563,1,3.84194e-13,0,-0.773117,-4.69239e-11,14.8511,1.15575e-09,0.773043,8.7009e-11
